  2.0457569569304674E+01  6.3107826617890899E+00  3.9481046917453874E+01  3.4628789897288805E+00  2.5187182244891395E+00  1.9938628740017988E-01
  1.5311333139529156E+01  3.4188101598591132E+01  3.3507892034838477E+01  2.7083084570769049E+00  6.8529422555589781E-01  8.1736367368111151E-01
  1.3955535867507802E+01  4.7120633871739564E+01  2.0506241810254409E+00 -1.7076971364119192E+01  9.0369625997269569E+00  3.6894221617838291E-01
  2.0065193786732372E+00  2.1228652554418151E+01  5.6542360084668218E+01  2.4754225421984675E+00  1.8280604744883484E+00 -1.0733747881342104E+01
  2.4151737774811224E+01  5.7687553335661136E+01  3.9077156159729853E+01  4.1989946712640167E+00  2.7537884464094673E+00  4.2227782465522239E+00
  5.4160693745844640E+01  6.8061101600405296E+00  2.6267627497915182E+01  5.3119192129740034E+00  4.9939928175424786E-01  2.4558264105811749E+00
  2.9770521610874592E+01  3.6192899281744374E+01  5.6643961795902328E+01 -5.8184402525144496E-01  7.6028883662794531E+00  4.2555007142290799E+00
  5.4655869181280750E+01  5.7979946719377729E+01  3.2408213847052063E+00 -1.6315422719996964E+00  6.2302932158368405E+00  4.3574697650317775E+00
  3.0547877179978315E+01  3.2572348957937450E+01  3.4526098685833198E+01 -2.6404341599170711E+00  2.9791264739975083E+00 -1.0879256499995549E+00
  6.9406006663529434E+00  1.9007656637671165E+01  1.6950977326283446E+01  4.7613624321074308E+00  3.1797768032916807E+00  2.7527720941088973E+00
  1.7106535918517142E+01  1.3866894460039363E+01  2.9102789194009407E+01  4.5627618658991782E+00  3.1477368764109781E+00  6.2665548273770417E+00
  1.4646789088595906E+01  2.6987056144849834E+01  2.3005781734540324E+01  3.3347633910169390E+00  1.2619196309527740E+00  6.4074482423054335E-01
  3.0391769578591283E+01  4.7959394716206333E+01  4.9316584874641030E+01  1.7177714829045723E+00  3.0519117240241393E+00  5.0119725929296246E+00
  4.8601494123506605E+01  3.6847915884505461E+01  3.5509389151005045E+01  7.4251110664508051E+00  4.8769597974609358E+00  2.2933897662630693E+00
  1.1259470930379909E+01  5.2702587480132856E+01  5.4212415405298465E+01 -1.6376368653480402E+00  3.8068780935686073E+00  2.1335922178324398E+00
  2.4777664051187468E+01  5.6419956373961071E+01  4.2048901809300485E+00  1.2971731763356786E+01  5.1435871898249621E+00  1.2390122231335813E+01
