  3.0736420076726059E+01  3.4734823315143778E+01  1.6892941416487215E+01  3.5210307352638179E+00  7.9184847478200044E+00  6.7977898316643817E+00
  3.8912292057724791E+01  4.7071529003996837E+01  3.3679146051798170E+01  1.0638212451084363E+00  7.2884600358878036E+00  3.8836421699810506E+00
  5.7993507832115782E+01  2.7849420442841911E+01  3.7987514120465391E+01  4.5620704789601678E+00 -1.4784486222575977E+00  1.2171910469587808E+00
  3.8879730778878290E+01  2.8464332360030863E+01  4.5479706095645945E+01  8.0817100050364115E+00  4.8634562204705150E+00  6.0424563040944070E+00
  4.8427831138898739E+01  1.8944708109232462E+01  3.2326550088242335E+01  5.4593401430858419E+00  5.8046976625149957E+00  6.6074906738332686E+00
  3.9935213002755631E+01  1.2048090398354940E+01  4.1721041099992675E+01  5.1985054986040726E+00  7.6893216818827070E-01  5.1766265216190259E+00
  4.8792059956869373E+01  5.0278943461239265E+01  2.2278682685727677E+01  2.5404276983385170E+00  1.9701087749395323E-02  6.2985914839427330E+00
  4.4520923565759020E+01  2.0064922626680390E+00  4.9471739784539750E+01 -2.5855285507062237E-01  3.4808931573981745E+00  4.5752407994608948E+00
  4.5596470072616214E+01  5.6068455584125864E+01  5.6885488427817513E+01  4.1963205649266619E+00  3.5493309080319015E+00  1.1522022880504419E+01
  5.6485303940236186E+01  5.7671840458703308E+01  3.1373524673627639E+01  3.8794458086796944E+00  9.3786108711081937E+00  2.2775726970581516E+01
  4.9876895014002649E+01  2.5771578188797754E+01  5.3267250213681315E+01  4.5241313225658146E+00  8.6811410469990840E+00  6.7848795326772446E+00
  2.6095388913635183E+01  2.2838134644417519E+01  5.5967103035692823E+01  1.3011505940809178E+00  5.6342531349458564E+00  4.0482621583304681E+00
  4.0881629892452956E+01  2.8111426680846851E+01  6.3871622620545727E+00  5.3525353135074969E+00  5.4350042059893733E-01  1.7995747064499650E+00
  5.2335753085409365E+01  5.1062276808095127E+01  4.0624744125527272E+01  9.1044064825786852E-01  5.6263934429738258E+00 -3.7030809800895176E-01
  8.8446522922116824E+00  4.9922366960452266E+01  4.0306308736253555E+01  2.2851074277482981E+00  4.7689638061196478E+00  4.5645493883479160E+00
  3.8930215642831627E+01  5.6914283701773385E+01  4.3729166244396545E+01  2.1799357966953505E+00  7.5188396559497699E+00  1.7127987476415369E+00
  2.1896586023225765E+01  2.3013974785619652E+01  2.8431330078965287E+00 -1.1348658991577694E+00  2.8375600269552828E+00  8.9751833307112392E+00
  1.7927501553852228E+01  5.7088477208710430E+01  1.5594106114766991E+01 -1.4084969683771842E+00  3.0452345307185218E+00  6.5623622587109987E+00
  2.9857636862484920E+01  5.4490513614933729E+00  5.3998926128983314E+01  3.2826368204002080E+01  4.4919128179595155E+01 -3.9172247142920604E+01
  4.2041513887821303E+01  3.8685049384483101E+01  1.8227843191552886E+01  7.7777505160578209E-01  3.9867841535157504E+00  5.2277944469585620E+00
  4.2876579969762261E+01  9.6238254750623895E+00  8.1123401211079482E+00  4.6115489668305507E+00  5.5103068767632166E+00  3.6111610644117667E+00
  4.4727779127260327E+01  4.1885267002595945E+01  5.3381717371363450E+01  8.5923100669942132E-01  3.5292942528395415E+00 -8.0610681573352694E-01
  1.8033212832158679E+01  4.8985766804640313E+01  3.0036159669214772E+01  6.2430709136142735E+00  4.3924888758966505E+00  5.0017487131691885E-01
  2.8420311793905778E+01  4.8742514395105644E+01  2.1167696914654382E+01  4.1726580753407765E+00  7.6248119885484666E-01  5.8585956766357263E+00
  4.0902159061648113E+01  1.4039650818545544E+01  5.7251406807229969E+01  1.6675071290011343E+00  6.0793317713856201E+00  4.5436037643847733E+00
  5.4644292799139492E+01  2.7165952120312252E+01  1.5710167261851890E+01  1.4217473878781948E+00  5.1856246230243688E+00  2.5160078643422903E+00
  3.2484568011348621E+01  2.0684375386560721E+01  1.2784954509752568E+01  6.6115277308303515E+00  8.3578306770135516E-02  2.1085493078090591E+00
  3.9502252109828440E+01  2.6654984287714328E+01  2.4883802650313541E+01  3.4271383813534908E+00 -1.4120725906597571E+00  5.2553173228269818E+00
  7.6419433172295550E+00  3.2656946788530135E+01  4.1271982112368431E+00  5.4970004474295990E+00  8.2780036700466708E-01  1.8816513473496335E+00
  3.4036742990115457E+01  4.7043042592560070E+01  7.1209136225735410E+00  4.2633488475528960E+00 -5.7053855613291560E-01 -1.3666184874379628E+00
  2.2050179635712851E+01  3.5354878977385326E+01  6.1541994056796456E+00  2.9947536749685411E-01  6.3934506842233265E+00  1.3139136359025538E+00
  5.3698113747677674E+01  4.2030423838136414E+01  8.9297886922865803E+00  6.5762452564398783E+00  4.2706550718082842E-01  4.8801157814296863E+00
  5.6107288287261717E+01  9.5766786784421161E+00  4.6587309706273615E+01  1.2981705065964124E+00  4.2480437904726838E+00  4.8191331230975836E+00
  2.0276316337484470E+01  3.9473221875298925E+01  4.5579430817021084E+01  4.2339266363202410E-01  8.3772041206025571E-01 -2.0241217433530672E+00
